id,stageId,kanji,grade,questionType,question,choice1,choice2,choice3,choice4,correctAnswer,explanation
s10-q027,10,帯,4,bushu,「帯」の部首を選びなさい。,はば,きんべん,いとへん,ころもへん,0,帯の部首は「はば（巾）」です
s10-q028,10,達,4,bushu,「達」の部首を選びなさい。,しんにょう,えんにょう,ぎょうにんべん,そうにょう,0,達の部首は「しんにょう（辶）」です
s10-q029,10,浅,4,okurigana,「浅（　）」の送り仮名を選びなさい。,あさ・い,うす・い,せん,ふか・い,0,浅いは「あさ（い）」と送り仮名をつけます
s10-q030,10,争,4,okurigana,「争（　）」の送り仮名を選びなさい。,あらそ・う,きそ・う,そう,たたか・う,0,争うは「あらそ（う）」と送り仮名をつけます
s10-q031,10,続,4,okurigana,「続（　）」の送り仮名を選びなさい。,つづ・く,つら・なる,ぞく,つな・ぐ,0,続くは「つづ（く）」と送り仮名をつけます
s10-q032,10,置,4,okurigana,「置（　）」の送り仮名を選びなさい。,お・く,す・える,ち,いだ・く,0,置くは「お（く）」と送り仮名をつけます
s10-q033,10,兆,4,okurigana,「兆（　）」の送り仮名を選びなさい。,きざ・す,あらわ・れる,ちょう,しめ・す,0,兆すは「きざ（す）」と送り仮名をつけます
s10-q034,10,低,4,okurigana,「低（　）」の送り仮名を選びなさい。,ひく・い,さが・る,てい,やす・い,0,低いは「ひく（い）」と送り仮名をつけます
s10-q035,10,停,4,okurigana,「停（　）」の送り仮名を選びなさい。,と・まる,とど・まる,てい,や・む,0,停まるは「と（まる）」と送り仮名をつけます
s10-q036,10,底,4,okurigana,「底（　）」の送り仮名を選びなさい。,そこ,した,てい,もと,0,底は「そこ」と読みます
s10-q037,10,浅深,4,antonym,「浅」の対義語を選びなさい。,深,厚,高,濃,0,浅（あさ）の対義語は深（ふか）です
s10-q038,10,単複,4,antonym,「単」の対義語を選びなさい。,複,多,重,混,0,単（たん）の対義語は複（ふく）です
s10-q039,10,低高,4,antonym,「低」の対義語を選びなさい。,高,厚,上,強,0,低（てい）の対義語は高（こう）です
s10-q040,10,停続,4,antonym,「停」の対義語を選びなさい。,続,進,動,走,0,停（てい）の対義語は続（ぞく）です
s10-q041,10,底頂,4,antonym,「底」の対義語を選びなさい。,頂,上,天,先,0,底（てい）の対義語は頂（ちょう）です
s10-q042,10,争和,4,antonym,「争」の対義語を選びなさい。,和,平,静,黙,0,争（そう）の対義語は和（わ）です
s10-q043,10,単,4,homophone,「たん」と読む漢字を選びなさい。,単,反,短,端,0,単は「たん」と読みます
s10-q044,10,兆,4,homophone,「ちょう」と読む漢字を選びなさい。,兆,超,朝,長,0,兆は「ちょう」と読みます
s10-q045,10,腸,4,homophone,「ちょう」と読む漢字を選びなさい。,腸,超,朝,長,0,腸は「ちょう」と読みます
s10-q046,10,低,4,homophone,「てい」と読む漢字を選びなさい。,低,泥,底,庭,0,低は「てい」と読みます
s10-q047,10,停,4,homophone,「てい」と読む漢字を選びなさい。,停,泥,底,庭,0,停は「てい」と読みます
s10-q048,10,底,4,homophone,「てい」と読む漢字を選びなさい。,底,泥,低,庭,0,底は「てい」と読みます
s10-q049,10,大争点,4,compound,「争」を使う三字熟語を選びなさい。,大争点,争奪戦,争覇戦,争議中,0,大争点（だいそうてん）は争を使う三字熟語です
s10-q050,10,地下鉄,4,compound,「地」を使う三字熟語を選びなさい。,地下鉄,地下道,下地線,地面上,0,地下鉄（ちかてつ）は地を使う三字熟語です
s10-q051,10,低気圧,4,compound,「低」を使う三字熟語を選びなさい。,低気圧,高気圧,低圧力,気低下,0,低気圧（ていきあつ）は低を使う三字熟語です
s10-q052,10,人口増,4,compound,「増」を使う三字熟語を選びなさい。,人口増,人口減,口人増,増人数,0,人口増（じんこうぞう）は増を使う三字熟語です
s10-q053,10,ぜん,4,writing,「ぜん」の書き取りを選びなさい。,然,前,全,善,0,然（ぜん）は自然などに使います
s10-q054,10,そう,4,writing,「そう」の書き取りを選びなさい。,倉,曹,層,早,0,倉（そう）は倉庫などに使います
s10-q055,10,そう,4,writing,「そう」の書き取りを選びなさい。,巣,曹,層,早,0,巣（そう）は巣箱などに使います
s10-q056,10,そく,4,writing,「そく」の書き取りを選びなさい。,束,速,則,足,0,束（そく）は約束などに使います
s10-q057,10,ぞく,4,writing,「ぞく」の書き取りを選びなさい。,続,俗,族,属,0,続（ぞく）は継続などに使います
s10-q058,10,そつ,4,writing,「そつ」の書き取りを選びなさい。,卒,率,族,速,0,卒（そつ）は卒業などに使います
s10-q059,10,たい,4,writing,「たい」の書き取りを選びなさい。,帯,待,体,対,0,帯（たい）は地帯などに使います
s10-q060,10,たい,4,writing,「たい」の書き取りを選びなさい。,隊,待,体,対,0,隊（たい）は部隊などに使います
s10-q061,10,たつ,4,writing,「たつ」の書き取りを選びなさい。,達,竜,立,建,0,達（たつ）は配達などに使います
s10-q062,10,ち,4,writing,「ち」の書き取りを選びなさい。,置,地,知,池,0,置（ち）は位置などに使います
s10-q063,10,ちょ,4,writing,「ちょ」の書き取りを選びなさい。,貯,著,緒,諸,0,貯（ちょ）は貯金などに使います
s10-q064,10,てい,4,writing,「てい」の書き取りを選びなさい。,低,底,停,庭,0,低（てい）は低下などに使います
