id,stageId,kanji,grade,questionType,question,choice1,choice2,choice3,choice4,correctAnswer,explanation
s1-q046,1,森,1,compound,「森（　）」に入る漢字を選んで二字熟語を完成させなさい。,林,木,山,川,0,森林が正解です
s1-q047,1,五,1,writing,数字の「5」を漢字で書いたものを選びなさい。,五,伍,呉,吾,0,五が正解です
s1-q048,1,三,1,writing,数字の「3」を漢字で書いたものを選びなさい。,三,弐,惨,傘,0,三が正解です
s1-q049,1,四,1,writing,数字の「4」を漢字で書いたものを選びなさい。,四,肆,泗,伺,0,四が正解です
s1-q050,1,しち,1,writing,「しち」を漢字で書いたものを選びなさい。,七,質,失,十,0,七が正解です
s1-q051,1,十,1,writing,数字の「10」を漢字で書いたものを選びなさい。,十,拾,什,汁,0,十が正解です
s1-q052,1,くるま,1,writing,「くるま」を漢字で書いたものを選びなさい。,車,来,軍,庫,0,車が正解です
s1-q053,1,て,1,writing,「て」を漢字で書いたものを選びなさい。,手,出,毛,目,0,手が正解です
s1-q054,1,じ,1,writing,「じ」を漢字で書いたものを選びなさい。,字,寺,時,自,0,字が正解です
s1-q055,1,上手,1,reading,「上手」の読み方を選びなさい。,じょうず,うわて,かみて,うえて,0,上手は「じょうず」と読みます
s1-q056,1,女,1,reading,「女」の読み方を選びなさい。,おんな,じょ,め,むすめ,0,女は「おんな」「じょ」と読みます
s1-q057,1,小,1,reading,「小」の読み方を選びなさい。,しょう,ちい,こ,ちゃ,0,小は「しょう」「ちい（さい）」「こ」と読みます
s1-q058,1,左,1,reading,「左」の読み方を選びなさい。,ひだり,さ,みぎ,した,0,左は「ひだり」「さ」と読みます
s1-q059,1,こう,1,writing,「こう」を漢字で書いたものを選びなさい。,校,工,交,高,0,校が正解です
s1-q060,1,もり,1,writing,「もり」を漢字で書いたものを選びなさい。,森,林,木,村,0,森が正解です
s2-q001,2,日,1,reading,「日曜日」の最初の「日」の読み方を選びなさい。,にち,ひ,び,じつ,0,日は「ひ」「にち」「か」と読みます
s2-q002,2,入,1,reading,「入学」の「入」の読み方を選びなさい。,にゅう,い,はい,じゅ,0,入は「にゅう」「い（る）」「はい（る）」と読みます
s2-q003,2,年,1,reading,「一年」の「年」の読み方を選びなさい。,ねん,とし,どし,ね,0,年は「ねん」「とし」と読みます
s2-q004,2,白,1,reading,「白鳥」の「白」の読み方を選びなさい。,はく,しろ,びゃく,ぱく,0,白は「しろ」「はく」「びゃく」と読みます
s2-q005,2,八,1,reading,「八月」の「八」の読み方を選びなさい。,はち,や,やっ,ぱち,0,八は「はち」「や（っつ）」と読みます
s2-q006,2,百,1,reading,「百円」の「百」の読み方を選びなさい。,ひゃく,びゃく,もも,ぴゃく,0,百は「ひゃく」「びゃく」と読みます
s2-q007,2,文,1,reading,「文字」の「文」の読み方を選びなさい。,もん,ぶん,ふみ,ぶみ,0,文は「ぶん」「もん」「ふみ」と読みます
s2-q008,2,木,1,reading,「木曜日」の「木」の読み方を選びなさい。,もく,き,ぼく,こ,0,木は「き」「もく」「ぼく」と読みます
s2-q009,2,本,1,reading,「本屋」の「本」の読み方を選びなさい。,ほん,もと,ぼん,ぽん,0,本は「ほん」「もと」と読みます
s2-q010,2,名,1,reading,「名前」の「名」の読み方を選びなさい。,な,めい,みょう,みゃ,0,名は「めい」「みょう」「な」と読みます
s2-q011,2,目,1,reading,「目玉」の「目」の読み方を選びなさい。,め,もく,ぼく,ま,0,目は「め」「もく」と読みます
s2-q012,2,立,1,reading,「立春」の「立」の読み方を選びなさい。,りっ,りつ,りゅう,た,0,立は「りつ」「りゅう」「た（つ）」と読みます
s2-q013,2,力,1,reading,「力士」の「力」の読み方を選びなさい。,りき,ちから,りょく,ぢから,0,力は「ちから」「りょく」「りき」と読みます
s2-q014,2,林,1,reading,「林業」の「林」の読み方を選びなさい。,りん,はやし,ばやし,もり,0,林は「りん」「はやし」と読みます
s2-q015,2,六,1,reading,「六月」の「六」の読み方を選びなさい。,ろく,りく,む,むっ,0,六は「ろく」「む（っつ）」と読みます
s2-q016,2,引,2,reading,「引力」の「引」の読み方を選びなさい。,いん,ひ,ひき,び,0,引は「ひ（く）」「いん」と読みます
s2-q017,2,羽,2,reading,「羽根」の「羽」の読み方を選びなさい。,は,はね,う,わ,0,羽は「はね」「う」「わ」と読みます
s2-q018,2,雲,2,reading,「雲海」の「雲」の読み方を選びなさい。,うん,くも,ぐも,そら,0,雲は「くも」「うん」と読みます
s2-q019,2,園,2,reading,「公園」の「園」の読み方を選びなさい。,えん,その,おん,にわ,0,園は「えん」「その」と読みます
s2-q020,2,遠,2,reading,「遠足」の「遠」の読み方を選びなさい。,えん,とお,おん,ちか,0,遠は「とお（い）」「えん」「おん」と読みます
s2-q021,2,日,1,bushu,「日」の部首の名前を選びなさい。,ひ,にち,ひへん,にちへん,0,日の部首は「ひ」です
s2-q022,2,木,1,bushu,「木」の部首の名前を選びなさい。,き,きへん,もく,ぼく,0,木の部首は「き」です
s2-q023,2,林,1,bushu,「林」の部首の名前を選びなさい。,き,きへん,もく,はやし,0,林の部首は「き」です
s2-q024,2,力,1,bushu,「力」の部首の名前を選びなさい。,ちから,りき,りょく,ちからづくり,0,力の部首は「ちから」です
s2-q025,2,羽,2,bushu,「羽」の部首の名前を選びなさい。,はね,う,わ,とり,0,羽の部首は「はね」です
s2-q026,2,引,2,bushu,「引」の部首の名前を選びなさい。,ゆみ,ゆみへん,ひ,いん,0,引の部首は「ゆみ」です
s2-q027,2,夏,2,bushu,「夏」の部首の名前を選びなさい。,ふゆがしら,なつ,か,げ,0,夏の部首は「ふゆがしら」です
s2-q028,2,何,2,bushu,「何」の部首の名前を選びなさい。,にんべん,ひと,なに,か,0,何の部首は「にんべん」です
s2-q029,2,立,1,okurigana,その場に立（　）の送り仮名を選びなさい。,つ,てる,ち,たす,0,「立つ」の送り仮名は「つ」です
s2-q030,2,入,1,okurigana,部屋に入（　）の送り仮名を選びなさい。,る,れる,り,らない,0,「入る」の送り仮名は「る」です
s2-q031,2,引,2,okurigana,線を引（　）の送り仮名を選びなさい。,く,ける,かす,きる,0,「引く」の送り仮名は「く」です
s2-q032,2,遠,2,okurigana,遠（　）道の送り仮名を選びなさい。,い,く,さ,ざかる,0,「遠い」の送り仮名は「い」です
s2-q033,2,強,2,okurigana,力が強（　）の送り仮名を選びなさい。,い,まる,める,さ,0,「強い」の送り仮名は「い」です
s2-q034,2,近,2,okurigana,家が近（　）の送り仮名を選びなさい。,い,く,づく,さ,0,「近い」の送り仮名は「い」です
s2-q035,2,白黒,1,antonym,「白」の対義語を選びなさい。,黒,赤,青,黄,0,白の反対は黒です
s2-q036,2,入出,1,antonym,「入」の対義語を選びなさい。,出,来,行,帰,0,入の反対は出です
s2-q037,2,古今,2,antonym,「古」の対義語を選びなさい。,今,新,若,近,0,古の反対は今です
s2-q038,2,強弱,2,antonym,「強」の対義語を選びなさい。,弱,軽,柔,小,0,強の反対は弱です
s2-q039,2,遠近,2,antonym,「遠」の対義語を選びなさい。,近,速,手,側,0,遠の反対は近です
s2-q040,2,内外,2,antonym,「内」の対義語を選びなさい。,外,表,上,前,0,内の反対は外です
s2-q041,2,め,1,homophone,「め」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）が覚める。」,目,芽,女,馬,0,覚めるのは「目」です
s2-q042,2,ぶん,1,homophone,「ぶん」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）を書く。」,文,聞,分,紋,0,書くのは「文」です
s2-q043,2,うた,2,homophone,「うた」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）を歌う。」,歌,唄,詩,謡,0,歌うのは「歌」です
s2-q044,2,え,2,homophone,「え」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）を描く。」,絵,画,江,得,0,描くのは「絵」です
s2-q045,2,かお,2,homophone,「かお」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）を洗う。」,顔,貌,香尾,科緒,0,洗うのは「顔」です
s2-q046,2,かい,2,homophone,「回数」の「かい」を漢字で書いたものを選びなさい。,回,階,界,械,0,回数は「回」です
s2-q047,2,ほん,1,compound,「本（　）」に入る漢字を選んで二字熟語を完成させなさい。,名,文,日,目,0,本名が正解です
s2-q048,2,六,1,compound,「六（　）」に入る漢字を選んで二字熟語を完成させなさい。,年,日,月,白,0,六年が正解です
s2-q049,2,家,2,compound,「家（　）」に入る漢字を選んで二字熟語を完成させなさい。,族,庭,人,兄,0,家族が正解です
s2-q050,2,科,2,compound,「科（　）」に入る漢字を選んで二字熟語を完成させなさい。,学,目,技,理,0,科学が正解です
s2-q051,2,なに,2,writing,「なに」を漢字で書いたものを選びなさい。,何,河,荷,夏,0,何が正解です
s2-q052,2,か,2,writing,「か」を漢字で書いたものを選びなさい。,科,課,家,花,0,科が正解です
s2-q053,2,なつ,2,writing,「なつ」を漢字で書いたものを選びなさい。,夏,菜,名,納,0,夏が正解です
s2-q054,2,いえ,2,writing,「いえ」を漢字で書いたものを選びなさい。,家,屋,舎,宅,0,家が正解です
s2-q055,2,うた,2,writing,「うた」を漢字で書いたものを選びなさい。,歌,唄,詩,謡,0,歌が正解です
s2-q056,2,が,2,writing,「が」を漢字で書いたものを選びなさい。,画,絵,描,図,0,画が正解です
s2-q057,2,かい,2,writing,「回転」の「かい」を漢字で書いたものを選びなさい。,回,階,界,械,0,回が正解です
s2-q058,2,かい,2,writing,「会社」の「かい」を漢字で書いたものを選びなさい。,会,階,界,械,0,会が正解です
s2-q059,2,うみ,2,writing,「うみ」を漢字で書いたものを選びなさい。,海,膿,産,波,0,海が正解です
s2-q060,2,え,2,writing,「絵本」の「え」を漢字で書いたものを選びなさい。,絵,会,恵,江,0,絵が正解です
s2-q061,2,そと,2,writing,「そと」を漢字で書いたものを選びなさい。,外,他,表,出,0,外が正解です
s2-q062,2,かど,2,writing,「かど」を漢字で書いたものを選びなさい。,角,門,隅,端,0,角が正解です
s2-q063,2,らく,2,writing,「らく」を漢字で書いたものを選びなさい。,楽,洛,落,絡,0,楽が正解です
s2-q064,2,かつ,2,writing,「かつ」を漢字で書いたものを選びなさい。,活,括,渇,割,0,活が正解です
s3-q001,3,光,2,reading,「光」の読み方を選びなさい。,ひかり,こう,みつ,あかり,0,光は「ひかり」「こう」と読みます
s3-q002,3,考,2,reading,「考」の読み方を選びなさい。,かんが,こう,かえ,おも,0,考は「かんが（える）」「こう」と読みます
s3-q003,3,行,2,reading,「行」の読み方を選びなさい。,い,こう,ぎょう,ゆ,0,行は「い（く）」「こう」「ぎょう」「ゆ（く）」と読みます
s3-q004,3,高,2,reading,「高」の読み方を選びなさい。,たか,こう,だか,ひく,0,高は「たか（い）」「こう」と読みます
s3-q005,3,黄,2,reading,「黄」の読み方を選びなさい。,き,こう,おう,あか,0,黄は「き」「こう」「おう」と読みます
s3-q006,3,合,2,reading,「合」の読み方を選びなさい。,あ,ごう,がっ,かっ,0,合は「あ（う）」「ごう」「がっ」と読みます
s3-q007,3,谷,2,reading,「谷」の読み方を選びなさい。,たに,こく,や,さわ,0,谷は「たに」「こく」と読みます
s3-q008,3,国,2,reading,「国」の読み方を選びなさい。,くに,こく,ごく,かた,0,国は「くに」「こく」と読みます
s3-q009,3,黒,2,reading,「黒」の読み方を選びなさい。,くろ,こく,ぐろ,しろ,0,黒は「くろ」「こく」と読みます
s3-q010,3,今,2,reading,「今」の読み方を選びなさい。,いま,こん,きん,ごん,0,今は「いま」「こん」「きん」と読みます
s3-q011,3,才,2,reading,「才」の読み方を選びなさい。,さい,ざい,とし,ねん,0,才は「さい」と読みます
s3-q012,3,細,2,reading,「細」の読み方を選びなさい。,ほそ,さい,こま,ふと,0,細は「ほそ（い）」「さい」と読みます
s3-q013,3,作,2,reading,「作」の読み方を選びなさい。,つく,さく,さ,つか,0,作は「つく（る）」「さく」「さ」と読みます
s3-q014,3,算,2,reading,「算」の読み方を選びなさい。,さん,そろ,けい,すう,0,算は「さん」と読みます
s3-q015,3,止,2,reading,「止」の読み方を選びなさい。,と,し,や,どま,0,止は「と（まる）」「し」と読みます
s3-q016,3,市,2,reading,「市」の読み方を選びなさい。,し,いち,まち,とし,0,市は「し」「いち」と読みます
s3-q017,3,矢,2,reading,「矢」の読み方を選びなさい。,や,し,ゆみ,てつ,0,矢は「や」「し」と読みます
s3-q018,3,姉,2,reading,「姉」の読み方を選びなさい。,あね,し,ねえ,いもうと,0,姉は「あね」「し」と読みます
s3-q019,3,思,2,reading,「思」の読み方を選びなさい。,おも,し,もう,かんが,0,思は「おも（う）」「し」と読みます
s3-q020,3,紙,2,reading,「紙」の読み方を選びなさい。,かみ,し,がみ,ぬの,0,紙は「かみ」「し」と読みます
s3-q021,3,光,2,bushu,「光」の部首の名前を選びなさい。,ひ,ひかり,にんにょう,こう,0,光の部首は「ひ」です
s3-q022,3,考,2,bushu,「考」の部首の名前を選びなさい。,おいかんむり,かんが,こう,しにょう,0,考の部首は「おいかんむり」です
s3-q023,3,国,2,bushu,「国」の部首の名前を選びなさい。,くにがまえ,くに,こく,かこい,0,国の部首は「くにがまえ」です
s3-q024,3,紙,2,bushu,「紙」の部首の名前を選びなさい。,いとへん,かみ,し,きへん,0,紙の部首は「いとへん」です
s3-q025,3,時,2,bushu,「時」の部首の名前を選びなさい。,ひへん,とき,じ,にちへん,0,時の部首は「ひへん」です
s3-q026,3,心,2,bushu,「心」の部首の名前を選びなさい。,こころ,りっしんべん,したごころ,しん,0,心の部首は「こころ」です
s3-q027,3,親,2,bushu,「親」の部首の名前を選びなさい。,みる,め,おや,しん,0,親の部首は「みる」です
s3-q028,3,数,2,bushu,「数」の部首の名前を選びなさい。,とまた,すう,かず,ぼくにょう,0,数の部首は「とまた」です
s3-q029,3,止,2,okurigana,「止（　）」の正しい送り仮名を選びなさい。,まる,める,む,まり,0,止まるが正解です
s3-q030,3,作,2,okurigana,「作（　）」の正しい送り仮名を選びなさい。,る,らす,って,ろう,0,作るが正解です
s3-q031,3,思,2,okurigana,「思（　）」の正しい送り仮名を選びなさい。,う,える,い,わす,0,思うが正解です
s3-q032,3,切,2,okurigana,「切（　）」の正しい送り仮名を選びなさい。,る,れる,って,らす,0,切るが正解です
s3-q033,3,走,2,okurigana,「走（　）」の正しい送り仮名を選びなさい。,る,らす,って,れる,0,走るが正解です
s3-q034,3,知,2,okurigana,「知（　）」の正しい送り仮名を選びなさい。,る,らす,れる,らせる,0,知るが正解です
s3-q035,3,高低,2,antonym,「高」の対義語を選びなさい。,低,短,浅,小,0,高の反対は低です
s3-q036,3,前後,2,antonym,「前」の対義語を選びなさい。,後,裏,次,先,0,前の反対は後です
s3-q037,3,多少,2,antonym,「多」の対義語を選びなさい。,少,小,低,細,0,多の反対は少です
s3-q038,3,長短,2,antonym,「長」の対義語を選びなさい。,短,低,小,細,0,長の反対は短です
s3-q039,3,新古,2,antonym,「新」の対義語を選びなさい。,古,旧,老,昔,0,新の反対は古です
s3-q040,3,朝夕,2,antonym,「朝」の対義語を選びなさい。,夕,夜,晩,昼,0,朝の反対は夕です
s3-q041,3,し,2,homophone,「し」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）役所。」,市,四,死,詩,0,役所があるのは「市」です
s3-q042,3,しゃ,2,homophone,「しゃ」と読む漢字を選びなさい。文の意味に合うものを選びなさい。,社,者,車,写,0,会社の「社」です
s3-q043,3,ず,2,homophone,「ず」と読む漢字を選びなさい。文の意味に合うものを選びなさい。,図,頭,豆,図,0,地図の「図」です
s3-q044,3,こえ,2,homophone,「こえ」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）をかける。」,声,肥,超,越,0,かけるのは「声」です
s3-q045,3,ほし,2,homophone,「ほし」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）を見る。」,星,干,欲,乾,0,見るのは「星」です
s3-q046,3,はれ,2,homophone,「はれ」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）の日。」,晴,腫,張,貼,0,天気が良いのは「晴」です
s3-q047,3,算,2,compound,「算（　）」に入る漢字を選んで二字熟語を完成させなさい。,数,学,計,式,0,算数が正解です
s3-q048,3,作,2,compound,「作（　）」に入る漢字を選んで二字熟語を完成させなさい。,文,業,品,家,0,作文が正解です
s3-q049,3,親,2,compound,「親（　）」に入る漢字を選んで二字熟語を完成させなさい。,子,父,母,友,0,親子が正解です
s3-q050,3,心,2,compound,「心（　）」に入る漢字を選んで二字熟語を完成させなさい。,配,配,情,理,0,心配が正解です
s3-q051,3,てら,2,writing,「てら」を漢字で書いたものを選びなさい。,寺,時,詩,持,0,寺が正解です
s3-q052,3,じ,2,writing,「自分」の「じ」を漢字で書いたものを選びなさい。,自,次,事,児,0,自が正解です
s3-q053,3,じ,2,writing,「時間」の「じ」を漢字で書いたものを選びなさい。,時,次,事,児,0,時が正解です
s3-q054,3,しつ,2,writing,「しつ」を漢字で書いたものを選びなさい。,室,失,質,湿,0,室が正解です
s3-q055,3,しゃ,2,writing,「しゃ」を漢字で書いたものを選びなさい。,社,者,車,写,0,社が正解です
s3-q056,3,じゃく,2,writing,「じゃく」を漢字で書いたものを選びなさい。,弱,若,雀,弓,0,弱が正解です
s3-q057,3,くび,2,writing,「くび」を漢字で書いたものを選びなさい。,首,頭,道,導,0,首が正解です
s3-q058,3,あき,2,writing,「あき」を漢字で書いたものを選びなさい。,秋,秒,和,空,0,秋が正解です
s3-q059,3,しゅう,2,writing,「しゅう」を漢字で書いたものを選びなさい。,週,周,州,修,0,週が正解です
s3-q060,3,はる,2,writing,「はる」を漢字で書いたものを選びなさい。,春,晴,張,治,0,春が正解です
s3-q061,3,しょ,2,writing,「しょ」を漢字で書いたものを選びなさい。,書,所,署,暑,0,書が正解です
s3-q062,3,しょう,2,writing,「しょう」を漢字で書いたものを選びなさい。,少,小,省,消,0,少が正解です
s3-q063,3,ば,2,writing,「ば」を漢字で書いたものを選びなさい。,場,馬,葉,庭,0,場が正解です
s3-q064,3,いろ,2,writing,「いろ」を漢字で書いたものを選びなさい。,色,彩,絵,柄,0,色が正解です
s4-q001,4,通,2,reading,「通」の読み方を選びなさい。,とお,つう,かよ,みち,0,通は「とお（る）」「つう」「かよ（う）」と読みます
s4-q002,4,弟,2,reading,「弟」の読み方を選びなさい。,おとうと,てい,だい,あに,0,弟は「おとうと」「てい」「だい」と読みます
s4-q003,4,店,2,reading,「店」の読み方を選びなさい。,みせ,てん,たな,や,0,店は「みせ」「てん」と読みます
s4-q004,4,点,2,reading,「点」の読み方を選びなさい。,てん,つ,ちょぼ,まる,0,点は「てん」と読みます
s4-q005,4,電,2,reading,「電」の読み方を選びなさい。,でん,いなずま,かみなり,ひかり,0,電は「でん」と読みます
s4-q006,4,刀,2,reading,「刀」の読み方を選びなさい。,かたな,とう,やいば,けん,0,刀は「かたな」「とう」と読みます
s4-q007,4,冬,2,reading,「冬」の読み方を選びなさい。,ふゆ,とう,なつ,あき,0,冬は「ふゆ」「とう」と読みます
s4-q008,4,当,2,reading,「当」の読み方を選びなさい。,あ,とう,た,まさ,0,当は「あ（たる）」「とう」と読みます
s4-q009,4,東,2,reading,「東」の読み方を選びなさい。,ひがし,とう,あずま,にし,0,東は「ひがし」「とう」と読みます
s4-q010,4,答,2,reading,「答」の読み方を選びなさい。,こた,とう,こたえ,とい,0,答は「こた（える）」「とう」と読みます
s4-q011,4,頭,2,reading,「頭」の読み方を選びなさい。,あたま,とう,ず,かしら,0,頭は「あたま」「とう」「ず」と読みます
s4-q012,4,同,2,reading,「同」の読み方を選びなさい。,おな,どう,とも,こと,0,同は「おな（じ）」「どう」と読みます
s4-q013,4,道,2,reading,「道」の読み方を選びなさい。,みち,どう,とう,じ,0,道は「みち」「どう」と読みます
s4-q014,4,読,2,reading,「読」の読み方を選びなさい。,よ,どく,とく,とう,0,読は「よ（む）」「どく」「とく」と読みます
s4-q015,4,内,2,reading,「内」の読み方を選びなさい。,うち,ない,だい,そと,0,内は「うち」「ない」と読みます
s4-q016,4,南,2,reading,「南」の読み方を選びなさい。,みなみ,なん,なみ,きた,0,南は「みなみ」「なん」と読みます
s4-q017,4,肉,2,reading,「肉」の読み方を選びなさい。,にく,じく,しし,ぶた,0,肉は「にく」と読みます
s4-q018,4,馬,2,reading,「馬」の読み方を選びなさい。,うま,ば,ま,め,0,馬は「うま」「ば」「ま」と読みます
s4-q019,4,売,2,reading,「売」の読み方を選びなさい。,う,ばい,うり,か,0,売は「う（る）」「ばい」と読みます
s4-q020,4,買,2,reading,「買」の読み方を選びなさい。,か,ばい,こう,う,0,買は「か（う）」「ばい」と読みます
s4-q021,4,通,2,bushu,「通」の部首の名前を選びなさい。,しんにょう,つう,みち,えんにょう,0,通の部首は「しんにょう」です
s4-q022,4,道,2,bushu,「道」の部首の名前を選びなさい。,しんにょう,みち,どう,えんにょう,0,道の部首は「しんにょう」です
s4-q023,4,店,2,bushu,「店」の部首の名前を選びなさい。,まだれ,みせ,てん,やね,0,店の部首は「まだれ」です
s4-q024,4,電,2,bushu,「電」の部首の名前を選びなさい。,あめかんむり,でん,あま,あめ,0,電の部首は「あめかんむり」です
s4-q025,4,刀,2,bushu,「刀」の部首の名前を選びなさい。,かたな,りっとう,とう,けん,0,刀の部首は「かたな」です
s4-q026,4,馬,2,bushu,「馬」の部首の名前を選びなさい。,うま,うまへん,ば,け,0,馬の部首は「うま」です
s4-q027,4,門,2,bushu,「門」の部首の名前を選びなさい。,もん,もんがまえ,かど,と,0,門の部首は「もん」です
s4-q028,4,風,2,bushu,「風」の部首の名前を選びなさい。,かぜ,ふう,かぜかんむり,あらし,0,風の部首は「かぜ」です
s4-q029,4,通,2,okurigana,「通（　）」の正しい送り仮名を選びなさい。,る,じる,す,ずる,0,通るが正解です
s4-q030,4,当,2,okurigana,「当（　）」の正しい送り仮名を選びなさい。,たる,てる,たり,てはまる,0,当たるが正解です
