id,stageId,kanji,grade,questionType,question,choice1,choice2,choice3,choice4,correctAnswer,explanation
s2-q032,2,遠,2,okurigana,「遠（　）」の正しい送り仮名を選びなさい。,い,く,さ,ざかる,0,遠いが正解です
s2-q033,2,強,2,okurigana,「強（　）」の正しい送り仮名を選びなさい。,い,まる,める,さ,0,強いが正解です
s2-q034,2,近,2,okurigana,「近（　）」の正しい送り仮名を選びなさい。,い,く,づく,さ,0,近いが正解です
s2-q035,2,白黒,1,antonym,「白」の対義語を選びなさい。,黒,赤,青,黄,0,白の反対は黒です
s2-q036,2,入出,1,antonym,「入」の対義語を選びなさい。,出,来,行,帰,0,入の反対は出です
s2-q037,2,古今,2,antonym,「古」の対義語を選びなさい。,今,新,若,近,0,古の反対は今です
s2-q038,2,強弱,2,antonym,「強」の対義語を選びなさい。,弱,軽,柔,小,0,強の反対は弱です
s2-q039,2,遠近,2,antonym,「遠」の対義語を選びなさい。,近,速,手,側,0,遠の反対は近です
s2-q040,2,内外,2,antonym,「内」の対義語を選びなさい。,外,表,上,前,0,内の反対は外です
s2-q041,2,目,1,homophone,「め」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）が覚める。」,目,芽,女,馬,0,覚めるのは「目」です
s2-q042,2,文,1,homophone,「ぶん」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）を書く。」,文,聞,分,紋,0,書くのは「文」です
s2-q043,2,歌,2,homophone,「うた」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）を歌う。」,歌,唄,詩,謡,0,歌うのは「歌」です
s2-q044,2,絵,2,homophone,「え」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）を描く。」,絵,画,江,得,0,描くのは「絵」です
s2-q045,2,顔,2,homophone,「かお」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）を洗う。」,顔,貌,香尾,科緒,0,洗うのは「顔」です
s2-q046,2,回,2,homophone,「かい」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「三（　）目。」,回,会,海,貝,0,回数は「回」です
s2-q047,2,本名,1,compound,「本（　）」に入る漢字を選びなさい。,名,文,日,目,0,本名が正解です
s2-q048,2,六年,1,compound,「六（　）」に入る漢字を選びなさい。,年,日,月,白,0,六年が正解です
s2-q049,2,家族,2,compound,「家（　）」に入る漢字を選びなさい。,族,庭,人,兄,0,家族が正解です
s2-q050,2,科学,2,compound,「科（　）」に入る漢字を選びなさい。,学,目,技,理,0,科学が正解です
s2-q051,2,何,2,writing,「なに」を漢字で書いたものを選びなさい。,何,河,荷,夏,0,何が正解です
s2-q052,2,科,2,writing,「か」を漢字で書いたものを選びなさい。,科,課,家,花,0,科が正解です
s2-q053,2,夏,2,writing,「なつ」を漢字で書いたものを選びなさい。,夏,菜,名,納,0,夏が正解です
s2-q054,2,家,2,writing,「いえ」を漢字で書いたものを選びなさい。,家,屋,舎,宅,0,家が正解です
s2-q055,2,歌,2,writing,「うた」を漢字で書いたものを選びなさい。,歌,唄,詩,謡,0,歌が正解です
s2-q056,2,画,2,writing,「が」を漢字で書いたものを選びなさい。,画,絵,描,図,0,画が正解です
s2-q057,2,回,2,writing,「かい」を漢字で書いたものを選びなさい。,回,会,海,貝,0,回が正解です
s2-q058,2,会,2,writing,「かい」を漢字で書いたものを選びなさい。,会,回,海,貝,0,会が正解です
s2-q059,2,海,2,writing,「うみ」を漢字で書いたものを選びなさい。,海,膿,産,波,0,海が正解です
s2-q060,2,絵,2,writing,「え」を漢字で書いたものを選びなさい。,絵,画,江,得,0,絵が正解です
s2-q061,2,外,2,writing,「そと」を漢字で書いたものを選びなさい。,外,他,表,出,0,外が正解です
s2-q062,2,角,2,writing,「かど」を漢字で書いたものを選びなさい。,角,門,隅,端,0,角が正解です
s2-q063,2,楽,2,writing,「らく」を漢字で書いたものを選びなさい。,楽,洛,落,絡,0,楽が正解です
s2-q064,2,活,2,writing,「かつ」を漢字で書いたものを選びなさい。,活,括,渇,割,0,活が正解です
