id,stageId,kanji,grade,questionType,question,choice1,choice2,choice3,choice4,correctAnswer,explanation
s4-q023,4,店,2,bushu,「店」の部首の名前を選びなさい。,まだれ,みせ,てん,やね,0,店の部首は「まだれ」です
s4-q024,4,電,2,bushu,「電」の部首の名前を選びなさい。,あめかんむり,でん,あま,あめ,0,電の部首は「あめかんむり」です
s4-q025,4,刀,2,bushu,「刀」の部首の名前を選びなさい。,かたな,りっとう,とう,けん,0,刀の部首は「かたな」です
s4-q026,4,馬,2,bushu,「馬」の部首の名前を選びなさい。,うま,うまへん,ば,け,0,馬の部首は「うま」です
s4-q027,4,門,2,bushu,「門」の部首の名前を選びなさい。,もん,もんがまえ,かど,と,0,門の部首は「もん」です
s4-q028,4,風,2,bushu,「風」の部首の名前を選びなさい。,かぜ,ふう,かぜかんむり,あらし,0,風の部首は「かぜ」です
s4-q029,4,通,2,okurigana,「通（　）」の正しい送り仮名を選びなさい。,る,じる,す,ずる,0,通るが正解です
s4-q030,4,当,2,okurigana,「当（　）」の正しい送り仮名を選びなさい。,たる,てる,たり,てはまる,0,当たるが正解です
s4-q031,4,答,2,okurigana,「答（　）」の正しい送り仮名を選びなさい。,える,え,えて,えない,0,答えるが正解です
s4-q032,4,読,2,okurigana,「読（　）」の正しい送り仮名を選びなさい。,む,める,んで,まない,0,読むが正解です
s4-q033,4,売,2,okurigana,「売（　）」の正しい送り仮名を選びなさい。,る,れる,って,らす,0,売るが正解です
s4-q034,4,買,2,okurigana,「買（　）」の正しい送り仮名を選びなさい。,う,える,って,わす,0,買うが正解です
s4-q035,4,売買,2,antonym,「売」の対義語を選びなさい。,買,貸,借,与,0,売の反対は買です
s4-q036,4,東西,2,antonym,「東」の対義語を選びなさい。,西,南,北,中,0,東の反対は西です
s4-q037,4,内外,2,antonym,「内」の対義語を選びなさい。,外,表,上,前,0,内の反対は外です
s4-q038,4,南北,2,antonym,「南」の対義語を選びなさい。,北,東,西,中,0,南の反対は北です
s4-q039,4,父母,2,antonym,「父」の対義語を選びなさい。,母,子,親,兄,0,父の反対は母です
s4-q040,4,兄弟,2,antonym,「兄」の対義語を選びなさい。,弟,姉,妹,子,0,兄の反対は弟です
s4-q041,4,悪,3,homophone,「わる」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）い人。」,悪,割,惑,和,0,人が悪いのは「悪」です
s4-q042,4,安,3,homophone,「やす」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）い店。」,安,易,休,保,0,値段が安いのは「安」です
s4-q043,4,暗,3,homophone,「くら」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「部屋が（　）い。」,暗,倉,蔵,黒,0,部屋が暗いのは「暗」です
s4-q044,4,医,3,homophone,「い」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）者。」,医,胃,意,位,0,医者の「医」です
s4-q045,4,委,3,homophone,「い」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）員。」,委,胃,意,位,0,委員の「委」です
s4-q046,4,意,3,homophone,「い」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）味。」,意,胃,医,位,0,意味の「意」です
s4-q047,4,電話,2,compound,「電（　）」に入る漢字を選びなさい。,話,車,気,力,0,電話が正解です
s4-q048,4,半分,2,compound,「半（　）」に入る漢字を選びなさい。,分,年,日,月,0,半分が正解です
s4-q049,4,父母,2,compound,「父（　）」に入る漢字を選びなさい。,母,兄,姉,子,0,父母が正解です
s4-q050,4,方向,2,compound,「方（　）」に入る漢字を選びなさい。,向,法,角,面,0,方向が正解です
s4-q051,4,麦,2,writing,「むぎ」を漢字で書いたものを選びなさい。,麦,来,表,素,0,麦が正解です
s4-q052,4,半,2,writing,「はん」を漢字で書いたものを選びなさい。,半,判,伴,反,0,半が正解です
s4-q053,4,番,2,writing,「ばん」を漢字で書いたものを選びなさい。,番,版,板,飯,0,番が正解です
s4-q054,4,父,2,writing,「ちち」を漢字で書いたものを選びなさい。,父,交,支,乳,0,父が正解です
s4-q055,4,風,2,writing,「かぜ」を漢字で書いたものを選びなさい。,風,凪,嵐,颪,0,風が正解です
s4-q056,4,分,2,writing,「ぶん」を漢字で書いたものを選びなさい。,分,分,粉,紛,0,分が正解です
s4-q057,4,聞,2,writing,「き」を漢字で書いたものを選びなさい。,聞,間,開,閉,0,聞が正解です
s4-q058,4,米,2,writing,「こめ」を漢字で書いたものを選びなさい。,米,来,迷,粉,0,米が正解です
s4-q059,4,歩,2,writing,「ある」を漢字で書いたものを選びなさい。,歩,渉,涉,渡,0,歩が正解です
s4-q060,4,母,2,writing,「はは」を漢字で書いたものを選びなさい。,母,毋,海,梅,0,母が正解です
s4-q061,4,方,2,writing,「ほう」を漢字で書いたものを選びなさい。,方,放,芳,訪,0,方が正解です
s4-q062,4,北,2,writing,「きた」を漢字で書いたものを選びなさい。,北,喜,背,来,0,北が正解です
s4-q063,4,毎,2,writing,「まい」を漢字で書いたものを選びなさい。,毎,海,梅,枚,0,毎が正解です
s4-q064,4,妹,2,writing,「いもうと」を漢字で書いたものを選びなさい。,妹,末,味,未,0,妹が正解です
