id,stageId,kanji,grade,questionType,question,choice1,choice2,choice3,choice4,correctAnswer,explanation
s7-q037,7,悲喜,3,antonym,「悲」の対義語を選びなさい。,喜,楽,幸,嬉,0,悲の反対は喜です
s7-q038,7,表裏,3,antonym,「表」の対義語を選びなさい。,裏,内,奥,下,0,表の反対は裏です
s7-q039,7,有無,3,antonym,「有」の対義語を選びなさい。,無,否,非,不,0,有の反対は無です
s7-q040,7,予定,3,antonym,「予」の類義語を選びなさい。,定,期,約,備,0,予と定は類義語です
s7-q041,7,筆,3,homophone,「ひつ」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）で書く。」,筆,必,泌,畢,0,書くのは「筆」です
s7-q042,7,氷,3,homophone,「ひょう」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）が張る。」,氷,兵,表,票,0,張るのは「氷」です
s7-q043,7,表,3,homophone,「ひょう」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）を見る。」,表,兵,氷,票,0,見るのは「表」です
s7-q044,7,秒,3,homophone,「びょう」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「1（　）。」,秒,病,苗,描,0,時間の単位は「秒」です
s7-q045,7,病,3,homophone,「びょう」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）気。」,病,秒,苗,描,0,病気の「病」です
s7-q046,7,品,3,homophone,「ひん」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）物。」,品,貧,賓,頻,0,品物の「品」です
s7-q047,7,洋服,3,compound,「洋（　）」に入る漢字を選びなさい。,服,風,装,衣,0,洋服が正解です
s7-q048,7,流水,3,compound,「流（　）」に入る漢字を選びなさい。,水,石,川,河,0,流水が正解です
s7-q049,7,両親,3,compound,「両（　）」に入る漢字を選びなさい。,親,方,側,手,0,両親が正解です
s7-q050,7,礼儀,3,compound,「礼（　）」に入る漢字を選びなさい。,儀,式,法,節,0,礼儀が正解です
s7-q051,7,愛,4,writing,「あい」を漢字で書いたものを選びなさい。,愛,哀,挨,曖,0,愛が正解です
s7-q052,7,案,4,writing,「あん」を漢字で書いたものを選びなさい。,案,安,暗,按,0,案が正解です
s7-q053,7,以,4,writing,「い」を漢字で書いたものを選びなさい。,以,已,似,似,0,以が正解です
s7-q054,7,衣,4,writing,「い」を漢字で書いたものを選びなさい。,衣,依,医,委,0,衣が正解です
s7-q055,7,筆,3,writing,「ひつ」を漢字で書いたものを選びなさい。,筆,必,泌,畢,0,筆が正解です
s7-q056,7,氷,3,writing,「こおり」を漢字で書いたものを選びなさい。,氷,凍,冷,水,0,氷が正解です
s7-q057,7,表,3,writing,「ひょう」を漢字で書いたものを選びなさい。,表,兵,氷,票,0,表が正解です
s7-q058,7,秒,3,writing,「びょう」を漢字で書いたものを選びなさい。,秒,病,苗,描,0,秒が正解です
s7-q059,7,病,3,writing,「びょう」を漢字で書いたものを選びなさい。,病,秒,苗,描,0,病が正解です
s7-q060,7,品,3,writing,「ひん」を漢字で書いたものを選びなさい。,品,貧,賓,頻,0,品が正解です
s7-q061,7,負,3,writing,「ふ」を漢字で書いたものを選びなさい。,負,不,付,婦,0,負が正解です
s7-q062,7,部,3,writing,「ぶ」を漢字で書いたものを選びなさい。,部,武,舞,無,0,部が正解です
s7-q063,7,服,3,writing,「ふく」を漢字で書いたものを選びなさい。,服,福,複,腹,0,服が正解です
s7-q064,7,福,3,writing,「ふく」を漢字で書いたものを選びなさい。,福,服,複,腹,0,福が正解です
